seqno,configno,fitnessScore,dust,lcase_masking,soft_masking,ungapped,xdrop_gap,xdrop_gap_final,xdrop_ungap
1,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
1,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
2,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
3,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
3,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
4,1599,94.951,20 64 1,FALSE,TRUE,TRUE,30,100,20
5,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
5,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
6,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
7,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
8,1724,79.9285,20 64 1,FALSE,TRUE,FALSE,30,100,20
9,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
10,1974,97,20 64 1,FALSE,FALSE,FALSE,30,100,20
11,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
12,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
13,2599,93.5,no,FALSE,TRUE,TRUE,30,100,20
14,1724,79.842,20 64 1,FALSE,TRUE,FALSE,30,100,20
15,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
15,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
16,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
16,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
17,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
17,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
18,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
18,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
19,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
19,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
20,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
20,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
21,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
21,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
22,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
22,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
23,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
23,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
24,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
24,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
25,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
25,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
26,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
27,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
27,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
28,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
28,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
29,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
29,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
30,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
31,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
31,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
32,2597,152.333333333,no,FALSE,TRUE,TRUE,30,100,0.1
32,2598,152.333333333,no,FALSE,TRUE,TRUE,30,100,0.5
33,1724,79.8355,20 64 1,FALSE,TRUE,FALSE,30,100,20
34,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
34,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
35,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
35,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
36,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
36,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
37,1597,2373.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
37,1598,2373.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
38,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
38,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
39,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
39,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
40,1597,193.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
40,1598,193.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
41,1724,79.9245,20 64 1,FALSE,TRUE,FALSE,30,100,20
42,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
43,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
44,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
45,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
46,2724,86.359,no,FALSE,TRUE,FALSE,30,100,20
47,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
48,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
49,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
50,1597,243.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
50,1598,243.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
51,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
51,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
51,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
51,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
51,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
52,1597,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
52,1598,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
53,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
54,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
54,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
55,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
55,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
56,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
56,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
57,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
57,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
58,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
59,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
59,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
60,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
61,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
61,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
61,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
61,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
61,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
62,1597,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
62,1598,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
63,1724,90,20 64 1,FALSE,TRUE,FALSE,30,100,20
64,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
64,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
65,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
65,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
66,1597,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
66,1598,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
67,1724,90,20 64 1,FALSE,TRUE,FALSE,30,100,20
68,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
69,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
70,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
70,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
71,1974,97,20 64 1,FALSE,FALSE,FALSE,30,100,20
72,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
72,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
72,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
72,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
72,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
73,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
74,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
75,1724,88.94175,20 64 1,FALSE,TRUE,FALSE,30,100,20
76,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
76,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
77,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
77,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
78,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
79,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
80,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
81,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
82,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
82,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
83,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
84,1597,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
84,1598,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
85,1599,85.1355,20 64 1,FALSE,TRUE,TRUE,30,100,20
86,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
86,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
87,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
88,1599,86.6795,20 64 1,FALSE,TRUE,TRUE,30,100,20
89,1724,90,20 64 1,FALSE,TRUE,FALSE,30,100,20
90,1724,79.769,20 64 1,FALSE,TRUE,FALSE,30,100,20
91,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
92,1599,86.957,20 64 1,FALSE,TRUE,TRUE,30,100,20
93,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
93,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
93,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
93,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
93,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
94,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
95,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
96,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
97,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
97,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
98,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
98,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
99,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
100,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
100,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
101,1597,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
101,1598,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
102,1597,83.458,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
102,1598,83.458,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
103,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
103,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
104,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
104,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
105,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
105,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
106,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
106,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
107,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
108,1599,86.66675,20 64 1,FALSE,TRUE,TRUE,30,100,20
109,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
109,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
109,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
109,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
109,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
110,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
110,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
111,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
112,1847,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
112,1848,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
113,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
114,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
114,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
114,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
114,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
114,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
115,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
116,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
116,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
117,1724,79.921,20 64 1,FALSE,TRUE,FALSE,30,100,20
118,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
119,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
120,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
121,1847,82.194083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
121,1848,82.194083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
122,1597,92.9445,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
122,1598,92.9445,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
123,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
124,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
124,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
125,1724,87.89325,20 64 1,FALSE,TRUE,FALSE,30,100,20
126,1597,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
126,1598,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
127,1724,89.9595,20 64 1,FALSE,TRUE,FALSE,30,100,20
128,1629,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0,0,20
128,1634,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0,0.1,20
128,1639,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0,0.5,20
128,1654,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.1,0,20
128,1659,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.1,0.1,20
128,1664,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.1,0.5,20
128,1679,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.5,0,20
128,1684,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.5,0.1,20
128,1689,164.4090909091,20 64 1,FALSE,TRUE,FALSE,0.5,0.5,20
129,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
129,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
130,1974,86.9155,20 64 1,FALSE,FALSE,FALSE,30,100,20
131,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
132,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
132,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
133,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
133,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
133,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
133,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
133,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
134,1599,86.3335,20 64 1,FALSE,TRUE,TRUE,30,100,20
135,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
136,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
136,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
137,1724,90,20 64 1,FALSE,TRUE,FALSE,30,100,20
138,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
139,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
139,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
139,1952,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.1
139,1953,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.5
139,1957,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.1
139,1958,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.5
139,1962,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.1
139,1963,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.5
139,1967,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.1
139,1968,112.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.5
140,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
141,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
142,2597,92.333333333,no,FALSE,TRUE,TRUE,30,100,0.1
142,2598,92.333333333,no,FALSE,TRUE,TRUE,30,100,0.5
143,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
143,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
144,1724,127.17,20 64 1,FALSE,TRUE,FALSE,30,100,20
145,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
146,1597,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
146,1598,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
147,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
147,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
148,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
149,1724,87.3105,20 64 1,FALSE,TRUE,FALSE,30,100,20
150,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
150,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
151,1974,86.95275,20 64 1,FALSE,FALSE,FALSE,30,100,20
152,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
152,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
152,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
152,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
152,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
153,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
153,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
154,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
155,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
156,1974,107,20 64 1,FALSE,FALSE,FALSE,30,100,20
157,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
157,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
158,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
158,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
159,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
160,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
160,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
161,1847,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
161,1848,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
162,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
162,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
163,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
163,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
164,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
164,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
165,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
165,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
166,1724,79.9255,20 64 1,FALSE,TRUE,FALSE,30,100,20
167,2724,685.5295,no,FALSE,TRUE,FALSE,30,100,20
168,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
168,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
168,1952,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.1
168,1953,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.5
168,1957,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.1
168,1958,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.5
168,1962,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.1
168,1963,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.5
168,1967,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.1
168,1968,92.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.5
169,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
169,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
169,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
169,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
169,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
170,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
171,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
171,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
172,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
173,1724,88.93625,20 64 1,FALSE,TRUE,FALSE,30,100,20
174,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
175,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
175,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
176,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
177,1724,79.9055,20 64 1,FALSE,TRUE,FALSE,30,100,20
178,1974,86.95825,20 64 1,FALSE,FALSE,FALSE,30,100,20
179,1724,79.9255,20 64 1,FALSE,TRUE,FALSE,30,100,20
180,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
181,1847,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
181,1848,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
182,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
183,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
184,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
185,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
186,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
187,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
188,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
188,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
188,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
188,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
188,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
189,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
189,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
190,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
190,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
191,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
192,1724,77.718,20 64 1,FALSE,TRUE,FALSE,30,100,20
193,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
194,1724,79.7705,20 64 1,FALSE,TRUE,FALSE,30,100,20
195,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
195,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
196,2724,86.96275,no,FALSE,TRUE,FALSE,30,100,20
197,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
197,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
198,1724,79.8495,20 64 1,FALSE,TRUE,FALSE,30,100,20
199,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
200,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
201,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
202,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
203,1597,2863.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
203,1598,2863.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
204,1724,87.4545,20 64 1,FALSE,TRUE,FALSE,30,100,20
205,1597,3043.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
205,1598,3043.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
206,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
206,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
207,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
207,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
207,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
207,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
207,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
208,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
209,1599,86.52825,20 64 1,FALSE,TRUE,TRUE,30,100,20
210,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
210,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
211,1724,127.17,20 64 1,FALSE,TRUE,FALSE,30,100,20
212,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
213,1724,79.926,20 64 1,FALSE,TRUE,FALSE,30,100,20
214,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
215,1599,86.375,20 64 1,FALSE,TRUE,TRUE,30,100,20
