seqno,configno,fitnessScore,dust,lcase_masking,soft_masking,ungapped,xdrop_gap,xdrop_gap_final,xdrop_ungap
9433,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9434,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9434,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9435,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9435,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9436,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9437,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
9438,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9439,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9440,1724,79.9265,20 64 1,FALSE,TRUE,FALSE,30,100,20
9441,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9442,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9443,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9443,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9444,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9445,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9446,2599,93.5,no,FALSE,TRUE,TRUE,30,100,20
9447,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9448,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9449,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9449,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9449,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9449,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9449,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9450,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9450,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9451,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9451,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9452,1849,103.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9453,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9453,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9453,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9453,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9453,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9454,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
9455,1597,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9455,1598,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9456,1724,77.6075,20 64 1,FALSE,TRUE,FALSE,30,100,20
9457,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9458,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9458,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9459,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9459,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9460,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9460,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9461,1849,113.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9462,1597,222.97925,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9462,1598,222.97925,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9463,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9464,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9465,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9465,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9466,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9466,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9467,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9468,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9469,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9469,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9469,1629,93.5,20 64 1,FALSE,TRUE,FALSE,0,0,20
9469,1634,93.5,20 64 1,FALSE,TRUE,FALSE,0,0.1,20
9469,1639,93.5,20 64 1,FALSE,TRUE,FALSE,0,0.5,20
9469,1654,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0,20
9469,1659,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0.1,20
9469,1664,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0.5,20
9469,1679,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0,20
9469,1684,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0.1,20
9469,1689,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0.5,20
9470,1847,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9470,1848,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9471,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9472,1724,79.3335,20 64 1,FALSE,TRUE,FALSE,30,100,20
9473,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9474,2599,83.5,no,FALSE,TRUE,TRUE,30,100,20
9475,1724,78.919,20 64 1,FALSE,TRUE,FALSE,30,100,20
9476,1724,88.93625,20 64 1,FALSE,TRUE,FALSE,30,100,20
9477,1599,86.96075,20 64 1,FALSE,TRUE,TRUE,30,100,20
9478,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9478,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9479,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9479,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9480,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9480,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9480,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9480,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9480,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9481,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9481,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9482,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9483,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9484,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9484,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9485,1597,163.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9485,1598,163.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9486,1599,95.5715,20 64 1,FALSE,TRUE,TRUE,30,100,20
9487,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9488,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9489,1847,101.833333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9489,1848,101.833333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9490,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9491,1847,102.203083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9491,1848,102.203083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9492,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9493,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9494,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9494,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9495,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9496,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9496,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9497,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
9498,1599,85.7805,20 64 1,FALSE,TRUE,TRUE,30,100,20
9499,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9499,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9500,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9501,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9502,1974,86.72525,20 64 1,FALSE,FALSE,FALSE,30,100,20
9503,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9503,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9504,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9505,1724,79.7035,20 64 1,FALSE,TRUE,FALSE,30,100,20
9506,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9506,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9507,1724,90,20 64 1,FALSE,TRUE,FALSE,30,100,20
9508,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9508,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9509,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9510,2627,101.75,no,FALSE,TRUE,FALSE,0,0,0.1
9510,2628,101.75,no,FALSE,TRUE,FALSE,0,0,0.5
9510,2632,101.75,no,FALSE,TRUE,FALSE,0,0.1,0.1
9510,2633,101.75,no,FALSE,TRUE,FALSE,0,0.1,0.5
9510,2637,101.75,no,FALSE,TRUE,FALSE,0,0.5,0.1
9510,2638,101.75,no,FALSE,TRUE,FALSE,0,0.5,0.5
9510,2652,101.75,no,FALSE,TRUE,FALSE,0.1,0,0.1
9510,2653,101.75,no,FALSE,TRUE,FALSE,0.1,0,0.5
9510,2657,101.75,no,FALSE,TRUE,FALSE,0.1,0.1,0.1
9510,2658,101.75,no,FALSE,TRUE,FALSE,0.1,0.1,0.5
9510,2662,101.75,no,FALSE,TRUE,FALSE,0.1,0.5,0.1
9510,2663,101.75,no,FALSE,TRUE,FALSE,0.1,0.5,0.5
9510,2677,101.75,no,FALSE,TRUE,FALSE,0.5,0,0.1
9510,2678,101.75,no,FALSE,TRUE,FALSE,0.5,0,0.5
9510,2682,101.75,no,FALSE,TRUE,FALSE,0.5,0.1,0.1
9510,2683,101.75,no,FALSE,TRUE,FALSE,0.5,0.1,0.5
9510,2687,101.75,no,FALSE,TRUE,FALSE,0.5,0.5,0.1
9510,2688,101.75,no,FALSE,TRUE,FALSE,0.5,0.5,0.5
9511,2597,82.333333333,no,FALSE,TRUE,TRUE,30,100,0.1
9511,2598,82.333333333,no,FALSE,TRUE,TRUE,30,100,0.5
9512,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9513,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9514,1724,79.483,20 64 1,FALSE,TRUE,FALSE,30,100,20
9515,1599,86.95775,20 64 1,FALSE,TRUE,TRUE,30,100,20
9516,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
9517,1974,86.9585,20 64 1,FALSE,FALSE,FALSE,30,100,20
9518,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9519,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9519,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9520,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9521,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9521,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9522,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9522,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9522,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9522,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9522,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9523,1724,79.9085,20 64 1,FALSE,TRUE,FALSE,30,100,20
9524,1724,79.489,20 64 1,FALSE,TRUE,FALSE,30,100,20
9525,1599,86.76425,20 64 1,FALSE,TRUE,TRUE,30,100,20
9526,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9526,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9527,1597,93.199,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9527,1598,93.199,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9528,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9529,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9530,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
9531,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9531,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9531,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9531,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9532,1599,85.69525,20 64 1,FALSE,TRUE,TRUE,30,100,20
9533,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9533,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9534,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9534,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9535,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9536,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9536,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9537,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9537,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9538,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9539,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9539,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9540,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9541,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9541,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9542,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9542,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9542,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9542,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9542,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9543,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9543,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9544,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9545,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
9546,1597,82.875,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9546,1598,82.875,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9547,1724,79.9235,20 64 1,FALSE,TRUE,FALSE,30,100,20
9548,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9549,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9550,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9550,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9551,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9552,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
9553,1847,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9553,1848,112.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9554,1597,2823.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9554,1598,2823.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9555,1724,79.7115,20 64 1,FALSE,TRUE,FALSE,30,100,20
9556,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9556,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9557,1724,77.443,20 64 1,FALSE,TRUE,FALSE,30,100,20
9558,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9559,1724,79.783,20 64 1,FALSE,TRUE,FALSE,30,100,20
9560,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9561,1724,79.825,20 64 1,FALSE,TRUE,FALSE,30,100,20
9562,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9563,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9563,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9564,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9565,1879,92.333333333,20 64 1,FALSE,FALSE,FALSE,0,0,20
9565,1884,92.333333333,20 64 1,FALSE,FALSE,FALSE,0,0.1,20
9565,1889,92.333333333,20 64 1,FALSE,FALSE,FALSE,0,0.5,20
9565,1904,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.1,0,20
9565,1909,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.1,0.1,20
9565,1914,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.1,0.5,20
9565,1929,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.5,0,20
9565,1934,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.5,0.1,20
9565,1939,92.333333333,20 64 1,FALSE,FALSE,FALSE,0.5,0.5,20
9566,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9567,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9567,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9568,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9569,1724,79.39,20 64 1,FALSE,TRUE,FALSE,30,100,20
9570,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9570,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9570,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9570,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9570,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9570,2599,83.5,no,FALSE,TRUE,TRUE,30,100,20
9571,1974,97,20 64 1,FALSE,FALSE,FALSE,30,100,20
9571,2724,97,no,FALSE,TRUE,FALSE,30,100,20
9572,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9572,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9573,1724,79.6665,20 64 1,FALSE,TRUE,FALSE,30,100,20
9574,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9575,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
9576,1599,77,20 64 1,FALSE,TRUE,TRUE,30,100,20
9577,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9577,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9578,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9579,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9580,1847,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9580,1848,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9581,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9582,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9583,1877,81.75,20 64 1,FALSE,FALSE,FALSE,0,0,0.1
9583,1878,81.75,20 64 1,FALSE,FALSE,FALSE,0,0,0.5
9583,1882,81.75,20 64 1,FALSE,FALSE,FALSE,0,0.1,0.1
9583,1883,81.75,20 64 1,FALSE,FALSE,FALSE,0,0.1,0.5
9583,1887,81.75,20 64 1,FALSE,FALSE,FALSE,0,0.5,0.1
9583,1888,81.75,20 64 1,FALSE,FALSE,FALSE,0,0.5,0.5
9583,1902,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0,0.1
9583,1903,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0,0.5
9583,1907,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.1,0.1
9583,1908,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.1,0.5
9583,1912,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.5,0.1
9583,1913,81.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.5,0.5
9583,1927,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0,0.1
9583,1928,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0,0.5
9583,1932,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.1,0.1
9583,1933,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.1,0.5
9583,1937,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.5,0.1
9583,1938,81.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.5,0.5
9584,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9585,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9585,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9585,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9585,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9585,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9586,1599,86.59025,20 64 1,FALSE,TRUE,TRUE,30,100,20
9587,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9588,1724,78.5425,20 64 1,FALSE,TRUE,FALSE,30,100,20
9589,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9589,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9590,1974,86.9115,20 64 1,FALSE,FALSE,FALSE,30,100,20
9591,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9591,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9592,1847,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9592,1848,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9593,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9594,1597,193.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9594,1598,193.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9595,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9595,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9595,1629,93.5,20 64 1,FALSE,TRUE,FALSE,0,0,20
9595,1634,93.5,20 64 1,FALSE,TRUE,FALSE,0,0.1,20
9595,1639,93.5,20 64 1,FALSE,TRUE,FALSE,0,0.5,20
9595,1654,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0,20
9595,1659,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0.1,20
9595,1664,93.5,20 64 1,FALSE,TRUE,FALSE,0.1,0.5,20
9595,1679,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0,20
9595,1684,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0.1,20
9595,1689,93.5,20 64 1,FALSE,TRUE,FALSE,0.5,0.5,20
9596,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9596,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9597,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9597,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9598,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9599,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9599,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9600,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9600,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9602,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9603,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9603,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9604,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9605,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9605,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9606,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9606,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9607,1847,82.070083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9607,1848,82.070083333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9608,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9608,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9608,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9608,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9608,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9609,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9609,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9610,1847,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9610,1848,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9611,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9612,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9612,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9613,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
9614,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
9615,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9615,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
9616,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
9617,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9617,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9618,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9619,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9620,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9621,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
9622,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
9622,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
9623,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
9624,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
9625,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
9625,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
9625,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
9625,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
9625,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
9626,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
9626,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
