seqno,configno,hits,distance,averagepercid,averageeval,medianpercid,medianeval,w_dist,w_eval,fitnessScore
10,38,2,6,100,0,100,0,1.166666666,10,81.16666667
10,39,2,5,100,0,100,0,1.4,10,81.4
10,40,2,6,100,0,100,0,1.166666666,10,81.16666667
10,41,2,6,100,0,100,0,1.166666666,10,81.16666667
10,42,2,6,100,0,100,0,1.166666666,10,81.16666667
10,43,2,6,100,0,100,0,1.166666666,10,81.16666667
10,44,2,5,100,0,100,0,1.4,10,81.4
10,45,2,6,100,0,100,0,1.166666666,10,81.16666667
10,46,2,5,100,0,100,0,1.4,10,81.4
10,47,2,5,100,0,100,0,1.4,10,81.4
10,48,2,5,100,0,100,0,1.4,10,81.4
10,49,2,4,100,0,100,0,1.75,10,81.75
10,50,2,5,100,0,100,0,1.4,10,81.4
10,51,2,6,100,0,100,0,1.166666666,10,81.16666667
10,52,2,6,100,0,100,0,1.166666666,10,81.16666667
10,53,2,6,100,0,100,0,1.166666666,10,81.16666667
10,54,2,5,100,0,100,0,1.4,10,81.4
10,55,2,6,100,0,100,0,1.166666666,10,81.16666667
10,56,2,6,100,0,100,0,1.166666666,10,81.16666667
10,57,2,6,100,0,100,0,1.166666666,10,81.16666667
10,58,2,6,100,0,100,0,1.166666666,10,81.16666667
10,59,2,5,100,0,100,0,1.4,10,81.4
10,60,2,6,100,0,100,0,1.166666666,10,81.16666667
10,61,2,6,100,0,100,0,1.166666666,10,81.16666667
10,62,2,6,100,0,100,0,1.166666666,10,81.16666667
10,63,2,6,100,0,100,0,1.166666666,10,81.16666667
10,64,2,5,100,0,100,0,1.4,10,81.4
10,65,2,6,100,0,100,0,1.166666666,10,81.16666667
10,66,2,6,100,0,100,0,1.166666666,10,81.16666667
10,67,2,6,100,0,100,0,1.166666666,10,81.16666667
10,68,2,6,100,0,100,0,1.166666666,10,81.16666667
10,69,2,5,100,0,100,0,1.4,10,81.4
10,70,2,6,100,0,100,0,1.166666666,10,81.16666667
10,71,2,5,100,0,100,0,1.4,10,81.4
10,72,2,5,100,0,100,0,1.4,10,81.4
10,73,2,5,100,0,100,0,1.4,10,81.4
10,74,2,4,100,0,100,0,1.75,10,81.75
10,75,2,5,100,0,100,0,1.4,10,81.4
10,76,2,5,100,0,100,0,1.4,10,81.4
10,77,2,5,100,0,100,0,1.4,10,81.4
10,78,2,5,100,0,100,0,1.4,10,81.4
10,79,2,4,100,0,100,0,1.75,10,81.75
10,80,2,5,100,0,100,0,1.4,10,81.4
10,81,2,5,100,0,100,0,1.4,10,81.4
10,82,2,5,100,0,100,0,1.4,10,81.4
10,83,2,5,100,0,100,0,1.4,10,81.4
10,84,2,4,100,0,100,0,1.75,10,81.75
10,85,2,5,100,0,100,0,1.4,10,81.4
10,86,2,5,100,0,100,0,1.4,10,81.4
10,87,2,5,100,0,100,0,1.4,10,81.4
10,88,2,5,100,0,100,0,1.4,10,81.4
10,89,2,4,100,0,100,0,1.75,10,81.75
10,90,2,5,100,0,100,0,1.4,10,81.4
10,91,2,5,100,0,100,0,1.4,10,81.4
10,92,2,5,100,0,100,0,1.4,10,81.4
10,93,2,5,100,0,100,0,1.4,10,81.4
10,94,2,4,100,0,100,0,1.75,10,81.75
10,95,2,5,100,0,100,0,1.4,10,81.4
10,96,2,4,100,0,100,0,1.75,10,81.75
10,97,2,4,100,0,100,0,1.75,10,81.75
10,98,2,4,100,0,100,0,1.75,10,81.75
10,99,2,3,100,0,100,0,2.333333333,10,82.33333333
10,100,2,4,100,0,100,0,1.75,10,81.75
